text,label
Yeni gelen ürünlere özel lansman indirimi! Sadece bu hafta sonu.,0
Hesabınıza tanımlanan faiz oranı güncellendi. Detaylar için şubemizi ziyaret edin.,0
Her gün yeni bahis bonusları! Fırsatları kaçırmayın.,1
Trafik Cezası: 123456789 numaralı plakanıza trafik ihlali yapıldığı tespit edilmiştir.,1
Hesabınızda şüpheli aktivite tespit edildi. Lütfen hemen şifrenizi değiştirin.,1
"Harika ürünler, kaçırılmayacak fiyatlar! Alışverişe başla.",0
Doğrulama kodu: 876543. Bu kodu uygulamaya girin.,0
Bugün seninle konuşmayı çok isterdim. Ne zaman müsaitsin?,0
Bugünün en popüler maçlarına bahis yapın ve kazanın!,1
Kimlik kartı başvurunuz onaylanmıştır. En yakın PTT şubesinden teslim alabilirsiniz.,0
Hesabınız için yeni güvenlik önlemleri aktif edildi.,0
Sadece bugüne özel! Tüm ürünlerde ekstra %10 indirim.,0
Bahis kuponunuz kazandı! Kazancınız hesabınıza aktarıldı.,1
Doğrulama kodu: 234567. Bu kodu kimseyle paylaşmayın.,0
"Canım, günaydın! Umarım harika bir gün geçirirsin.",0
Yeni koleksiyonumuzla tarzını yenile! Hemen incele.,0
Hesap hareketlerinizle ilgili bir uyarı aldınız. Lütfen kontrol edin.,1
"Canlı bahislerde inanılmaz oranlar! Hemen oyna, anında kazan.",1
PTT'den yapılan duyuruya göre kargo ücretlerine zam geldi.,0
Hesabınıza tanımlanan 50 TL promosyonu kullanma zamanı!,1
"Siparişiniz alındı, teşekkürler! En kısa sürede kargoya verilecektir.",0
Doğrulama kodunuz: 678901. Bu kod 10 dakika içinde geçerliliğini yitirecektir.,0
"Bugün çok güzel bir gün, seni görmek için sabırsızlanıyorum.",0
Bahis siteleri arasında en güvenilir adres! Hemen üye ol.,1
İşkur üzerinden yeni iş ilanları yayınlandı. Başvurular başladı.,0
Hesap bilgilerinizi güncellemeniz gerekmektedir. Lütfen bu linke tıklayınız: example.com/secure,1
Sezon sonu indirimi başladı! Tüm ürünlerde büyük fırsatlar.,0
Doğrulama kodunuz: 334455. Lütfen bu kodu kimseyle paylaşmayın.,0
"Aşkım, nasılsın? Seni çok özledim, bugün buluşalım mı?",0
Kazanan bahis kuponları için sitemizi takip edin!,1
Vergi dairesinden yapılan bilgilendirme: Vergi beyannamesi son günü uzatıldı.,0
Kredi kartı limitiniz dolmak üzere. Ek limit başvurusu için tıklayın.,1
Sadece bugün geçerli! Anında %20 indirim kuponu kazandınız.,0
Doğrulama kodunuz: 998877. Bu kod sadece bir kerelik geçerlidir.,0
"Canım, nasılsın? Seni arayacağım birazdan, müsait olur musun?",0
Bugünün maçlarına özel oranlar! Hemen kazanmaya başla.,1
Adalet Bakanlığı'ndan yapılan duyuru: Yeni yasal düzenlemeler hakkında bilgi.,0
Hesabınızda şüpheli bir giriş denemesi yapıldı. Bilgilerinizi kontrol edin.,1
Yeni gelen ürünlere özel fiyatlar! Stoklar tükenmeden alın.,0
Doğrulama kodunuz: 121212. Lütfen bu kodu kimseyle paylaşmayın.,0
"Kazancını katlamak ister misin? Superbet'e hemen üye ol, 100 TL bonus kazan!",1
"Canım annem, nasılsın? Seni çok özledim. Yarın akşam yemeğe bekliyorum.",0
"Sayın Müşterimiz, Kredi kartınızın son kullanma tarihi yaklaşmaktadır. Bilgi için tıklayın.",0
Siparişiniz hazırlanıyor! 2 iş günü içinde teslim edilecektir. Takip için: [link],0
Sağlık Bakanlığı'ndan duyuru: Maske kullanımı zorunlu hale gelmiştir. Detaylar için web sitemizi ziyaret ediniz.,0
Hesabınıza giriş yapmak için tek kullanımlık şifreniz: 123456. Bu şifreyi kimseyle paylaşmayınız.,0
Yılbaşı özel çekilişine katıl! Büyük ödül seni bekliyor. Hemen oyna!,1
"Arkadaşım, buluşma yerini değiştirdik. Bilgin olsun. Yeni yer: Park Cafe.",0
Hesabınızda şüpheli işlem tespit edildi. Lütfen hemen müşteri hizmetlerimizle iletişime geçin.,1
Kaçırılmayacak fırsat! Tüm ürünlerde %50'ye varan indirim. Sadece bu hafta sonu!,1
Nüfus Müdürlüğü: Kimlik kartı başvurunuz onaylanmıştır. Teslimat için şubenize bekliyoruz.,0
Giriş kodunuz: 987654. Lütfen bu kodu kimseyle paylaşmayın.,0
Casino'da rekor kazanç! Sen de kazanmaya başla. Bonuslar burada!,1
"Sevgili kocam, akşam yemeğini hazırladım. Seni sabırsızlıkla bekliyorum.",0
Şifreniz başarıyla değiştirildi. Yeni şifreniz ile giriş yapabilirsiniz.,0
Yeni sezon ürünleri geldi! Stoklar tükenmeden yerinizi alın. [link],0
İçişleri Bakanlığı: Yangın bölgelerinde yaşayan vatandaşlarımızın tahliyesi başlamıştır.,0
Onay kodunuz: 543210. Bu kodu kimseye vermeyiniz.,0
"Canlı bahislerde kaçırılmayacak oranlar! Hemen oyna, anında kazan!",1
"Canım arkadaşım, doğum günün kutlu olsun! Nice mutlu senelere.",0
Kredi kartı borcunuzun son ödeme tarihi bugün. Lütfen ödemenizi geciktirmeyiniz.,0
Siparişiniz yola çıktı! Tahmini teslimat süresi 24 saattir. Kodu: XYZ789,0
Vergi Dairesi: Borcunuz bulunmamaktadır. Bilginize.,0
Giriş için doğrulama kodunuz: 789012. Bu kodu kimseyle paylaşmayın.,0
"Bedava bonus fırsatı! Slot oyunlarında şansını dene, kazanmaya başla!",1
"Canım yeğenim, okul hayatında başarılar dilerim. Seni seviyorum.",0
Kira ödemeniz için son gün 3 gün. Lütfen ödemenizi yapınız.,0
"İndirim kuponunuz hazır! Hemen kullanın, %15 indirim kazanın. Kod: YENI15",0
E-devlet: Randevu sisteminde güncelleme yapılmıştır. Yeni randevu saatleri için giriş yapınız.,0
Mobil bankacılık giriş kodunuz: 345678. Bu kodu asla paylaşmayın.,0
"En yüksek oranlar, en hızlı ödeme! Bahis sitesine hemen gel!",1
"Sevgili dostum, hafta sonu için plan yapalım mı? Kahve içmeye ne dersin?",0
Hesap bilgilerinizi güncellemeniz gerekiyor. Aksi takdirde hesabınız askıya alınacaktır.,1
Süper fırsat! İkinci üründe %50 indirim. Stoklar sınırlı!,1
Jandarma Genel Komutanlığı: Kayıp ihbarı üzerine yapılan çalışma sonuçlandı.,0
SMS onay kodunuz: 112233. Kimseyle paylaşmayınız.,0
"Şansını denemek ister misin? Hemen oyna, büyük ödülü kap!",1
"Canım ailem, sizi çok seviyorum. Hasret giderdik bugün.",0
Kredi kartı ekstre detaylarınız için lütfen mobil uygulamamızı ziyaret edin.,0
Siparişiniz yolda. Tahmini varış süresi: 1-2 iş günü. [link],0
Tapu ve Kadastro Genel Müdürlüğü: Yeni tapu harçları hakkında bilgilendirme.,0
Giriş güvenlik kodunuz: 654321. Bu kodu kimseyle paylaşmayın.,0
"Spor bahislerinde dev oranlar! Hemen üye ol, bonusunu kap!",1
"Kardeşim, nasılsın? Seni görmek için sabırsızlanıyorum.",0
Acil durum! Hesabınızdan yetkisiz giriş yapıldı. Lütfen hemen kontrol edin.,1
Harika bir kampanya! Tüm ürünlerde %30 indirim. Sadece bu gece geçerli!,1
TÜİK: Enflasyon oranları açıklandı. Detaylı rapor için web sitemizi inceleyebilirsiniz.,0
Hesabınızı doğrulamak için kodunuz: 135792. Kimseyle paylaşmayın.,0
"Bedava bonus kazanma şansı! Hemen kaydol, ilk yatırımına ek bonus al!",1
"Sevgili eşim, seni çok seviyorum. Akşam sürprizim var.",0
Kredi kartınızın limitini yükseltmek için başvurun. Anında onay!,0
Siparişiniz onaylandı! Teşekkür ederiz. Kargo takip numaranız: ABC123,0
Emniyet Genel Müdürlüğü: Trafik kurallarına uyunuz. Güvenli yolculuklar.,0
Uygulama giriş kodunuz: 808080. Bu kodu paylaşmayın.,0
Her gün yeni bonuslar! En sevdiğin oyunlarda kazanmaya başla!,1
"Canım kızım/oğlum, derslerinde başarılar dilerim. Seni gururla izliyorum.",0
Hesabınıza gelen para transferi başarıyla gerçekleşti. Bilginize.,0
Flaş kampanya! Tüm kategorilerde %20 ekstra indirim. Son gün yarın!,0
Milli Piyango: Büyük ikramiye sana çıkmış olabilir! Hemen biletini kontrol et!,1
Hesabınıza erişim için tek kullanımlık şifreniz: 246801. Lütfen kimseyle paylaşmayın.,0
Canlı bahislerde kaçırılmayacak fırsatlar! Anında kazanmaya başla!,1
"Annem, nasılsın? Seni arayamadım, kusura bakma. Akşam konuşalım.",0
Kredi kartı ekstreniz oluşturuldu. Detayları görmek için giriş yapın.,0
Siparişiniz teslim edildi. Memnuniyetinizi bizimle paylaşın. [link],0
Belediye duyurusu: Su kesintisi nedeniyle çalışmalar yapılacaktır. Bilginize.,0
Giriş doğrulama kodunuz: 112211. Bu kodu kimseye vermeyin.,0
"Bedava bahis kuponu kazanma şansı! Hemen katıl, şansını dene!",1
"Kuzenim, nasılsın? Uzun zaman oldu görüşmeyeli. Bir ara buluşalım.",0
Kredi kartınızın limiti dolmuştur. Limit yükseltme işlemleri için şubemize başvurun.,0
"Yeni ürün müjdesi! Kaçırmayın, %10 indirimle sahip olun. Kod: YENIU10",0
Adalet Bakanlığı: Yeni yasama dönemi başladı. Detaylar için resmi gazeteyi inceleyin.,0
Mobil uygulama giriş kodunuz: 456789. Bu kodu kimseyle paylaşmayınız.,0
"Casino'da inanılmaz kazanç fırsatları! Hemen oyna, sen de kazan!",1
"Sevgili komşum, komşuluk haklarına dikkat edelim. Gürültü konusunda hassasiyet.",0
Kredi kartınızın bilgileri çalınmış olabilir. Lütfen hemen kartınızı iptal edin.,1
Siparişiniz hazırlanıyor. 1 saat içinde kargoya verilecektir. Teşekkürler.,0
Genelkurmay Başkanlığı: Sınır güvenliği çalışmaları başarıyla devam etmektedir.,0
Hesabınıza giriş için doğrulama kodu: 121212. Bu kodu kimseyle paylaşmayın.,0
Bahis kazançlarınızı hemen çekin! En hızlı ödeme garantisi!,1
"Canım öğretmenim, emekleriniz için teşekkür ederim. Sizi unutmayacağım.",0
Banka hesabınızda şüpheli aktivite tespit edilmiştir. Bilgi için arayın.,1
Büyük indirim kuponunuz geldi! %25 indirimle alışveriş yapın. Kod: YAZ25,0
Emniyet Müdürlüğü: Dolandırıcılık yöntemlerine karşı dikkatli olun.,0
Online işleminiz için onay kodunuz: 909090. Bu kodu kimseyle paylaşmayın.,0
"Kazancınızı ikiye katlayın! Yeni sezonda en popüler spor dallarında dev oranlar sizi bekliyor. Hemen üye olun, bonusları kapın!",1
"Merhaba, kredi kartınızın son ekstresi hesabınıza başarıyla yüklendi. Detaylar için mobil bankacılık uygulamasını kontrol edebilirsiniz.",0
Acil! Kredi kartı bilgilerinizde şüpheli bir aktivite tespit edildi. Güvenliğiniz için lütfen kart bilgilerinizi hemen güncelleyin.,0
T.C. İçişleri Bakanlığı: Orman yangınlarından etkilenen bölgelerdeki vatandaşlarımıza yönelik destek çalışmaları devam ediyor.,0
